Category,City,Country,Customer ID,Customer Name,Market,Order Date,Order ID,Order Priority,Product ID,Product Name,Profit,Quantity,Sales,Segment,Ship Date,Ship Mode,Shipping Cost,State,Sub-Category,Week Number,Shipping Duration (Day),Region,Order Month,Order Quarter,Order Year,Sales Category,Location Key
Office Supplies,Los Angeles,United States,HG-149654,Henry Goldwyn,North America - US,1/28/2013,CA-2013-146437,Medium,OFF-AR-10000588,Newell 345,10.3168,2,40,Corporate,2/1/2013,Second Class,3.91,California,Art,5,4,North America - US - West,January,1,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,JO-152804,Jas O'Carroll,North America - US,4/20/2013,US-2013-115819,Medium,OFF-AR-10000823,Newell 307,1.5288,3,5,Consumer,4/25/2013,Second Class,0.41,California,Art,16,5,North America - US - West,April,2,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,JO-152804,Jas O'Carroll,North America - US,4/20/2013,US-2013-115819,Medium,OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,21.228,5,73,Consumer,4/25/2013,Second Class,7.83,California,Art,16,5,North America - US - West,April,2,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,PW-190304,Pauline Webber,North America - US,8/23/2013,CA-2013-140256,Low,OFF-AR-10002255,Newell 346,1.6704,2,6,Corporate,8/30/2013,Standard Class,0.52,California,Art,34,7,North America - US - West,August,3,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,TS-214304,Tom Stivers,North America - US,8/27/2013,US-2013-100405,Critical,OFF-AR-10000390,Newell Chalk Holder,3.7996,2,8,Corporate,8/29/2013,Second Class,2.99,California,Art,35,2,North America - US - West,August,3,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,LR-169154,Lena Radford,North America - US,9/3/2013,CA-2013-126732,Medium,OFF-AR-10004752,Blackstonian Pencils,5.2332,7,19,Consumer,9/7/2013,Standard Class,1.73,California,Art,36,4,North America - US - West,September,3,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,JS-156854,Jim Sink,North America - US,9/18/2013,CA-2013-109806,Medium,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,6.633,3,20,Corporate,9/23/2013,Standard Class,1.44,California,Art,38,5,North America - US - West,September,3,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,CS-119504,Carlos Soltero,North America - US,10/22/2013,CA-2013-161746,Medium,OFF-AR-10000390,Newell Chalk Holder,5.6994,3,12,Consumer,10/28/2013,Standard Class,0.09,California,Art,43,6,North America - US - West,October,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AI-108554,Arianne Irving,North America - US,11/11/2013,CA-2013-158694,High,OFF-AR-10001227,Newell 338,3.969,5,15,Consumer,11/14/2013,Second Class,1.23,California,Art,46,3,North America - US - West,November,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,TB-212504,Tim Brockman,North America - US,11/15/2013,US-2013-112970,Critical,OFF-AR-10003829,Newell 35,2.8536,3,10,Consumer,11/16/2013,First Class,2.71,California,Art,46,1,North America - US - West,November,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,MS-173654,Maribeth Schnelling,North America - US,11/27/2013,CA-2013-107104,Medium,OFF-AR-10004269,Newell 31,10.4076,9,37,Consumer,12/1/2013,Standard Class,1.58,California,Art,48,4,North America - US - West,November,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,FH-143654,Fred Hopkins,North America - US,12/2/2013,CA-2013-104689,High,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",6.912,8,23,Corporate,12/6/2013,Standard Class,1.32,California,Art,49,4,North America - US - West,December,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AP-107204,Anne Pryor,North America - US,12/7/2013,US-2013-103674,Medium,OFF-AR-10004752,Blackstonian Pencils,5.2332,7,19,Home Office,12/11/2013,Standard Class,1.6,California,Art,49,4,North America - US - West,December,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,MC-181304,Mike Caudle,North America - US,12/27/2013,CA-2013-129868,Medium,OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,15.1116,3,54,Corporate,1/1/2014,Standard Class,2.39,California,Art,52,5,North America - US - West,December,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,TT-214604,Tonja Turnell,North America - US,1/16/2014,CA-2014-160934,High,OFF-AR-10003504,Newell 347,6.206,5,21,Home Office,1/20/2014,Standard Class,2,California,Art,3,4,North America - US - West,January,1,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,ED-138854,Emily Ducich,North America - US,2/20/2014,CA-2014-134838,High,OFF-AR-10000634,Newell 320,3.4668,3,13,Home Office,2/21/2014,First Class,0.83,California,Art,8,1,North America - US - West,February,1,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,SP-208604,Sung Pak,North America - US,3/5/2014,CA-2014-110478,Medium,OFF-AR-10001573,American Pencil,2.7028,4,9,Corporate,3/10/2014,Standard Class,0.7,California,Art,10,5,North America - US - West,March,1,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,BP-110504,Barry Pond,North America - US,3/19/2014,CA-2014-143084,Medium,OFF-AR-10002766,Prang Drawing Pencil Set,3.753,5,14,Corporate,3/23/2014,Standard Class,0.56,California,Art,12,4,North America - US - West,March,1,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,TB-214004,Tom Boeckenhauer,North America - US,3/31/2014,US-2014-120117,High,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,2.0672,2,6,Consumer,3/31/2014,Same Day,0.38,California,Art,14,0,North America - US - West,March,1,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AP-109154,Arthur Prichep,North America - US,4/28/2014,CA-2014-168228,High,OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,12.298,2,47,Consumer,4/30/2014,First Class,10.4,California,Art,18,2,North America - US - West,April,2,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AP-109154,Arthur Prichep,North America - US,4/28/2014,CA-2014-168228,High,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",33.4584,4,124,Consumer,4/30/2014,First Class,18.3,California,Art,18,2,North America - US - West,April,2,2014,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AP-109154,Arthur Prichep,North America - US,4/28/2014,CA-2014-168228,High,OFF-AR-10000390,Newell Chalk Holder,5.6994,3,12,Consumer,4/30/2014,First Class,2.53,California,Art,18,2,North America - US - West,April,2,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,EA-140354,Erin Ashbrook,North America - US,5/1/2014,CA-2014-154501,Medium,OFF-AR-10002804,Faber Castell Col-Erase Pencils,4.0098,2,10,Corporate,5/6/2014,Standard Class,0.21,California,Art,18,5,North America - US - West,May,2,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,DD-135704,Dorothy Dickinson,North America - US,5/3/2014,CA-2014-147844,Medium,OFF-AR-10001615,Newell 34,15.4752,3,60,Consumer,5/7/2014,Standard Class,3.63,California,Art,18,4,North America - US - West,May,2,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,RL-196154,Rob Lucas,North America - US,5/23/2014,US-2014-151127,Medium,OFF-AR-10002445,SANFORD Major Accent Highlighters,18.8328,7,50,Consumer,5/26/2014,First Class,5.26,California,Art,21,3,North America - US - West,May,2,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,BW-112004,Ben Wallace,North America - US,6/11/2014,CA-2014-143343,Medium,OFF-AR-10002375,Newell 351,4.756,5,16,Consumer,6/14/2014,First Class,1.49,California,Art,24,3,North America - US - West,June,2,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,SC-208004,Stuart Calhoun,North America - US,6/16/2014,CA-2014-135167,Medium,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",1.7466,1,4,Consumer,6/21/2014,Standard Class,0.29,California,Art,25,5,North America - US - West,June,2,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,WB-218504,William Brown,North America - US,6/30/2014,CA-2014-138149,High,OFF-AR-10000255,Newell 328,3.0368,2,12,Consumer,7/1/2014,First Class,2.05,California,Art,27,1,North America - US - West,June,2,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,LC-170504,Liz Carlisle,North America - US,9/10/2014,CA-2014-137498,Medium,OFF-AR-10003829,Newell 35,1.9024,2,7,Consumer,9/15/2014,Second Class,0.2,California,Art,37,5,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,DP-131054,Dave Poirier,North America - US,9/20/2014,CA-2014-102974,Medium,OFF-AR-10000914,Boston 16765 Mini Stand Up Battery Pencil Sharpener,6.0632,2,23,Corporate,9/25/2014,Standard Class,1.41,California,Art,38,5,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,DP-131054,Dave Poirier,North America - US,9/20/2014,CA-2014-102974,Medium,OFF-AR-10004956,Newell 33,4.8546,3,17,Corporate,9/25/2014,Standard Class,0.88,California,Art,38,5,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,SC-205754,Sonia Cooley,North America - US,9/30/2014,US-2014-141509,Critical,OFF-AR-10002067,Newell 334,25.792,5,99,Consumer,10/2/2014,First Class,4.52,California,Art,40,2,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,RW-196904,Robert Waldorf,North America - US,10/13/2014,CA-2014-112431,High,OFF-AR-10000940,Newell 343,1.5876,2,6,Consumer,10/15/2014,Second Class,0.81,California,Art,42,2,North America - US - West,October,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,ZC-219104,Zuschuss Carroll,North America - US,11/7/2014,CA-2014-100013,Medium,OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,1.7608,2,6,Consumer,11/12/2014,Standard Class,0.19,California,Art,45,5,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,JE-157154,Joe Elijah,North America - US,11/15/2014,CA-2014-124261,Medium,OFF-AR-10003504,Newell 347,9.9296,8,34,Consumer,11/20/2014,Standard Class,1.02,California,Art,46,5,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AM-103604,Alice McCarthy,North America - US,12/3/2014,CA-2014-109701,High,OFF-AR-10001868,Prang Dustless Chalk Sticks,5.04,6,10,Corporate,12/4/2014,Same Day,0.23,California,Art,49,1,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AT-104354,Alyssa Tate,North America - US,12/10/2014,CA-2014-102407,Medium,OFF-AR-10000122,Newell 314,2.79,2,11,Home Office,12/14/2014,Second Class,1.5,California,Art,50,4,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,EP-139154,Emily Phan,North America - US,12/19/2014,CA-2014-102099,Medium,OFF-AR-10003811,Newell 327,1.7901,3,7,Consumer,12/20/2014,First Class,1.05,California,Art,51,1,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,BN-115154,Bradley Nguyen,North America - US,12/22/2014,CA-2014-163405,High,OFF-AR-10001246,Newell 317,1.7052,2,6,Consumer,12/26/2014,Standard Class,0.66,California,Art,52,4,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,BN-115154,Bradley Nguyen,North America - US,12/22/2014,CA-2014-163405,High,OFF-AR-10003811,Newell 327,1.7901,3,7,Consumer,12/26/2014,Standard Class,0.29,California,Art,52,4,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,PO-188654,Patrick O'Donnell,North America - US,3/23/2011,CA-2011-120838,High,OFF-ST-10000585,Economy Rollaway Files,85.904,2,330,Consumer,3/26/2011,Second Class,34.62,California,Storage,13,3,North America - US - West,March,1,2011,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,PS-189704,Paul Stevenson,North America - US,4/15/2011,US-2011-120740,Critical,OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,31.0184,2,107,Home Office,4/15/2011,Same Day,20.75,California,Appliances,16,0,North America - US - West,April,2,2011,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,VF-217154,Vicky Freymann,North America - US,7/25/2011,CA-2011-146528,High,OFF-SU-10002522,Acme Kleen Earth Office Shears,4.5008,4,16,Home Office,7/27/2011,Second Class,0.86,California,Supplies,31,2,North America - US - West,July,3,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,BB-109904,Barry Blumstein,North America - US,7/27/2011,CA-2011-169642,Medium,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",0,2,276,Corporate,7/30/2011,Second Class,32.27,California,Storage,31,3,North America - US - West,July,3,2011,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,TS-213704,Todd Sumrall,North America - US,10/28/2011,CA-2011-101931,High,OFF-ST-10003442,Eldon Portable Mobile Manager,38.178,5,141,Corporate,10/31/2011,First Class,14.96,California,Storage,44,3,North America - US - West,October,4,2011,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,TS-213704,Todd Sumrall,North America - US,10/28/2011,CA-2011-101931,High,OFF-SU-10000646,Premier Automatic Letter Opener,14.4222,2,481,Corporate,10/31/2011,First Class,21.55,California,Supplies,44,3,North America - US - West,October,4,2011,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,TS-213704,Todd Sumrall,North America - US,10/28/2011,CA-2011-101931,High,OFF-SU-10002301,Serrated Blade or Curved Handle Hand Letter Openers,0.0628,2,6,Corporate,10/31/2011,First Class,1.41,California,Supplies,44,3,North America - US - West,October,4,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,MA-175604,Matt Abelman,North America - US,11/11/2011,CA-2011-140732,High,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",2.0228,2,8,Home Office,11/13/2011,Second Class,0.92,California,Appliances,46,2,North America - US - West,November,4,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,SS-204104,Shahid Shariari,North America - US,11/15/2011,CA-2011-127558,Medium,OFF-SU-10002537,Acme Box Cutter Scissors,5.3196,2,20,Consumer,11/18/2011,First Class,5.13,California,Supplies,47,3,North America - US - West,November,4,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,JD-161504,Justin Deggeller,North America - US,11/16/2011,CA-2011-119144,Critical,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,10.3473,3,345,Corporate,11/18/2011,First Class,89.84,California,Storage,47,2,North America - US - West,November,4,2011,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,SC-200954,Sanjit Chand,North America - US,11/23/2011,US-2011-157385,Critical,OFF-EN-10003160,Pastel Pink Envelopes,10.4832,3,22,Consumer,11/25/2011,First Class,2.9,California,Envelopes,48,2,North America - US - West,November,4,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,JB-159254,Joni Blumstein,North America - US,12/5/2011,CA-2011-150203,High,OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,72.5754,6,250,Consumer,12/7/2011,First Class,36.78,California,Appliances,50,2,North America - US - West,December,4,2011,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,RS-197654,Roland Schwarz,North America - US,12/6/2011,CA-2011-106726,Critical,OFF-ST-10001496,Standard Rollaway File with Lock,327.9458,7,1261,Corporate,12/8/2011,First Class,506.49,California,Storage,50,2,North America - US - West,December,4,2011,High Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,BP-110954,Bart Pistole,North America - US,12/19/2011,CA-2011-162992,Medium,OFF-FA-10004248,Advantus T-Pin Paper Clips,8.7945,5,23,Corporate,12/21/2011,First Class,2.33,California,Fasteners,52,2,North America - US - West,December,4,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,BP-110954,Bart Pistole,North America - US,12/19/2011,CA-2011-162992,Medium,OFF-LA-10001934,Avery 516,6.8714,2,15,Corporate,12/21/2011,First Class,1.2,California,Labels,52,2,North America - US - West,December,4,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AT-104354,Alyssa Tate,North America - US,12/27/2011,CA-2011-120243,High,OFF-LA-10004425,Staples,5.4332,4,12,Home Office,12/30/2011,Second Class,1.06,California,Labels,53,3,North America - US - West,December,4,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,JM-161954,Justin MacKendrick,North America - US,2/15/2012,CA-2012-116092,Medium,OFF-AP-10001391,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,157.0176,6,541,Consumer,2/18/2012,Second Class,43.71,California,Appliances,7,3,North America - US - West,February,1,2012,High Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,DE-132554,Deanra Eno,North America - US,4/18/2012,CA-2012-142601,Medium,OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",9.4717,7,947,Home Office,4/20/2012,Second Class,36.83,California,Storage,16,2,North America - US - West,April,2,2012,High Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,CD-127904,Cynthia Delaney,North America - US,9/21/2012,CA-2012-149972,High,OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,2.528,2,8,Home Office,9/23/2012,First Class,1.9,California,Fasteners,38,2,North America - US - West,September,3,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,MM-182804,Muhammed MacIntyre,North America - US,9/22/2012,CA-2012-168760,High,OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,16.5888,3,61,Corporate,9/26/2012,Second Class,15.69,California,Appliances,38,4,North America - US - West,September,3,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,CS-124004,Christopher Schild,North America - US,10/2/2012,US-2012-119312,Medium,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,75.6952,14,270,Home Office,10/7/2012,Second Class,29.13,California,Storage,40,5,North America - US - West,October,4,2012,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,CM-121904,Charlotte Melton,North America - US,10/17/2012,CA-2012-152527,Critical,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",3.894,2,78,Consumer,10/17/2012,Same Day,18.46,California,Storage,42,0,North America - US - West,October,4,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,NG-184304,Nathan Gelder,North America - US,11/22/2012,CA-2012-137708,High,OFF-ST-10004634,"Personal Folder Holder, Ebony",10.089,3,34,Consumer,11/25/2012,Second Class,6.73,California,Storage,47,3,North America - US - West,November,4,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,HM-148604,Harry Marie,North America - US,12/4/2012,CA-2012-118871,Medium,OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,122.148,3,271,Corporate,12/9/2012,Second Class,34.62,California,Envelopes,49,5,North America - US - West,December,4,2012,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,KD-162704,Karen Daniels,North America - US,12/12/2012,CA-2012-110870,High,OFF-SU-10001225,Staples,0.5152,7,26,Consumer,12/15/2012,First Class,4.91,California,Supplies,50,3,North America - US - West,December,4,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,MC-175754,Matt Collins,North America - US,12/13/2012,CA-2012-125423,Medium,OFF-LA-10001771,Avery 513,4.5816,2,10,Consumer,12/15/2012,Second Class,0.87,California,Labels,50,2,North America - US - West,December,4,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,LR-169154,Lena Radford,North America - US,1/3/2013,CA-2013-125206,High,OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,28.615,2,114,Consumer,1/5/2013,First Class,14.24,California,Storage,1,2,North America - US - West,January,1,2013,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,MC-176354,Matthew Clasen,North America - US,2/21/2013,CA-2013-139010,Medium,OFF-ST-10001809,Fellowes Officeware Wire Shelving,8.983,5,449,Corporate,2/26/2013,Second Class,54.23,California,Storage,8,5,North America - US - West,February,1,2013,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,CC-122204,Chris Cortes,North America - US,3/29/2013,CA-2013-131380,Critical,OFF-ST-10002485,Rogers Deluxe File Chest,0.8792,4,88,Consumer,4/1/2013,Second Class,23.69,California,Storage,13,3,North America - US - West,March,1,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,SC-200954,Sanjit Chand,North America - US,5/17/2013,CA-2013-130638,Medium,OFF-LA-10002195,Avery 481,13.3056,9,28,Consumer,5/20/2013,Second Class,2,California,Labels,20,3,North America - US - West,May,2,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,DV-130454,Darrin Van Huff,North America - US,6/13/2013,CA-2013-138688,High,OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,6.8714,2,15,Corporate,6/17/2013,Second Class,1.47,California,Labels,24,4,North America - US - West,June,2,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,MV-181904,Mike Vittorini,North America - US,6/18/2013,CA-2013-123512,Critical,OFF-LA-10000081,Avery 496,10.8,6,23,Consumer,6/20/2013,First Class,3.7,California,Labels,25,2,North America - US - West,June,2,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AH-100754,Adam Hart,North America - US,6/27/2013,CA-2013-144015,Critical,OFF-FA-10000624,OIC Binder Clips,8.95,5,18,Corporate,6/27/2013,Same Day,4.89,California,Fasteners,26,0,North America - US - West,June,2,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AH-100754,Adam Hart,North America - US,6/27/2013,CA-2013-144015,Critical,OFF-SU-10003505,Premier Electric Letter Opener,11.586,2,232,Corporate,6/27/2013,Same Day,43.08,California,Supplies,26,0,North America - US - West,June,2,2013,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,GT-147554,Guy Thornton,North America - US,7/4/2013,CA-2013-130029,High,OFF-FA-10001135,"Brites Rubber Bands, 1 1/2 oz. Box",0.0792,2,4,Consumer,7/7/2013,First Class,0.66,California,Fasteners,27,3,North America - US - West,July,3,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,LB-167354,Larry Blacks,North America - US,7/26/2013,CA-2013-111115,High,OFF-FA-10000624,OIC Binder Clips,10.74,6,21,Consumer,7/28/2013,Second Class,4.35,California,Fasteners,30,2,North America - US - West,July,3,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,LA-167804,Laura Armstrong,North America - US,9/25/2013,CA-2013-155187,Medium,OFF-ST-10000642,"Tennsco Lockers, Gray",2.9372,2,42,Corporate,9/27/2013,Second Class,2.92,California,Storage,39,2,North America - US - West,September,3,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,PF-192254,Phillip Flathmann,North America - US,11/4/2013,CA-2013-114972,Critical,OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,429.5772,4,1101,Consumer,11/7/2013,First Class,364.76,California,Appliances,45,3,North America - US - West,November,4,2013,High Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,PF-192254,Phillip Flathmann,North America - US,11/4/2013,CA-2013-114972,Critical,OFF-LA-10004545,Avery 50,41.2237,7,88,Consumer,11/7/2013,First Class,11.56,California,Labels,45,3,North America - US - West,November,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,EM-140954,Eudokia Martin,North America - US,11/8/2013,CA-2013-161669,High,OFF-LA-10004093,Avery 486,6.8714,2,15,Corporate,11/10/2013,First Class,1.92,California,Labels,45,2,North America - US - West,November,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,EM-140954,Eudokia Martin,North America - US,11/8/2013,CA-2013-161669,High,OFF-SU-10002503,Acme Preferred Stainless Steel Scissors,3.2944,2,11,Corporate,11/10/2013,First Class,1.38,California,Supplies,45,2,North America - US - West,November,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AI-108554,Arianne Irving,North America - US,11/11/2013,CA-2013-158694,High,OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,38.976,4,130,Consumer,11/14/2013,Second Class,16.65,California,Appliances,46,3,North America - US - West,November,4,2013,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AI-108554,Arianne Irving,North America - US,11/11/2013,CA-2013-158694,High,OFF-ST-10001496,Standard Rollaway File with Lock,187.3976,4,721,Consumer,11/14/2013,Second Class,105.59,California,Storage,46,3,North America - US - West,November,4,2013,High Sales,North America - US|United States|North America - US - West|California|Los Angeles
